lr_acc,lr_macro_f1,svm_acc,svm_macro_f1
0.9645669291338582,0.9502465682142887,0.9691601049868767,0.9497795865424652
0.9488188976377953,0.9313952203834868,0.9514435695538058,0.9350756247066625
0.9599474720945502,0.927532314938157,0.9658568614576494,0.9472534026339217
0.958005249343832,0.9479188970646186,0.9593175853018373,0.9401206286565258
0.9592908732764281,0.9253522196091135,0.9671700590938936,0.9546488618819733
